g = [('b', -2), ('a', -4), ('b', -1), ('a', 9), ('b', -6), ('a', -19), ('b', 12), ('a', 17), ('b', -4), ('a', 20), ('b', 3), ('a', 13), ('b', 18), ('a', 4), ('b', 17), ('a', 2), ('b', -10), ('a', 12), ('b', -9), ('a', 2)] n=20, fixed words = 2509481196
g = [('a', 11), ('b', -12), ('a', -18), ('b', -1), ('a', -10), ('b', -12), ('a', -15), ('b', 11), ('a', -20), ('b', 15), ('a', 14), ('b', 12), ('a', -4), ('b', -16), ('a', -11), ('b', -15), ('a', -17), ('b', -11), ('a', 20), ('b', -11)] n=20, fixed words = 1958440401
g = [('a', 7), ('b', 14), ('a', -16), ('b', -9), ('a', 10), ('b', -6), ('a', 7), ('b', 7), ('a', 16), ('b', -19), ('a', -19), ('b', -17), ('a', 2), ('b', -3), ('a', 1), ('b', -9), ('a', 18), ('b', -8), ('a', 1), ('b', -14)] n=20, fixed words = 2587083138
g = [('b', 18), ('a', -18), ('b', 12), ('a', -11), ('b', -1), ('a', -11), ('b', -15), ('a', -13), ('b', -7), ('a', 19), ('b', 19), ('a', 1), ('b', -10), ('a', -17), ('b', -8), ('a', -4), ('b', 16), ('a', 17), ('b', -12), ('a', -14)] n=20, fixed words = 2842655634
g = [('a', 18), ('b', 16), ('a', 12), ('b', -16), ('a', -10), ('b', 13), ('a', 7), ('b', 11), ('a', 14), ('b', -6), ('a', 17), ('b', -5), ('a', -1), ('b', 11), ('a', -4), ('b', 18), ('a', 13), ('b', 18), ('a', 3), ('b', 17)] n=20, fixed words = 2366274924
g = [('b', -9), ('a', -3), ('b', -13), ('a', 8), ('b', -2), ('a', 16), ('b', -13), ('a', -6), ('b', -8), ('a', -13), ('b', 19), ('a', 12), ('b', -20), ('a', 1), ('b', -8), ('a', -13), ('b', -17), ('a', -9), ('b', 12), ('a', -20)] n=20, fixed words = 2585914551
g = [('a', 5), ('b', -16), ('a', 12), ('b', 14), ('a', -20), ('b', -19), ('a', -20), ('b', 14), ('a', 5), ('b', -6), ('a', 15), ('b', -12), ('a', 6), ('b', 11), ('a', 1), ('b', -16), ('a', -10), ('b', 1), ('a', -8), ('b', -10)] n=20, fixed words = 2373059484
g = [('b', -14), ('a', 14), ('b', -13), ('a', 17), ('b', -10), ('a', -9), ('b', -7), ('a', 15), ('b', 2), ('a', -2), ('b', -4), ('a', 13), ('b', -19), ('a', 8), ('b', -1), ('a', -12), ('b', -8), ('a', -7), ('b', 15), ('a', -13)] n=20, fixed words = 2390224005
g = [('a', 17), ('b', -6), ('a', -18), ('b', 18), ('a', 5), ('b', 18), ('a', -5), ('b', 16), ('a', 2), ('b', -4), ('a', -19), ('b', -5), ('a', -20), ('b', -14), ('a', 7), ('b', 3), ('a', 8), ('b', -8), ('a', 18), ('b', 9)] n=20, fixed words = 2582783091
g = [('a', -14), ('b', -16), ('a', 4), ('b', -10), ('a', 19), ('b', -5), ('a', 1), ('b', -17), ('a', 9), ('b', 2), ('a', 17), ('b', 19), ('a', -16), ('b', -8), ('a', 2), ('b', 19), ('a', -14), ('b', -15), ('a', 3), ('b', -8)] n=20, fixed words = 2382905898
g = [('a', 15), ('b', 8), ('a', 2), ('b', 4), ('a', -4), ('b', -8), ('a', -18), ('b', -13), ('a', 5), ('b', 13), ('a', -12), ('b', -5), ('a', 2), ('b', -15), ('a', 15), ('b', 12), ('a', 13), ('b', -12), ('a', -16), ('b', -12)] n=20, fixed words = 1958440401
g = [('a', -12), ('b', 15), ('a', 5), ('b', -15), ('a', 2), ('b', 3), ('a', -11), ('b', -1), ('a', 1), ('b', 14), ('a', -13), ('b', -10), ('a', -11), ('b', -1), ('a', -14), ('b', -10), ('a', -18), ('b', 15), ('a', -14), ('b', -14)] n=20, fixed words = 1958440401
g = [('a', 16), ('b', 3), ('a', 12), ('b', -19), ('a', 3), ('b', 8), ('a', 17), ('b', 19), ('a', 18), ('b', 3), ('a', 17), ('b', 10), ('a', -6), ('b', 14), ('a', -17), ('b', 15), ('a', -9), ('b', 8), ('a', -14), ('b', 2)] n=20, fixed words = 2526569334
g = [('b', -5), ('a', 13), ('b', 8), ('a', 5), ('b', 5), ('a', -8), ('b', -17), ('a', -12), ('b', -13), ('a', -7), ('b', -13), ('a', -7), ('b', 14), ('a', -15), ('b', -8), ('a', 17), ('b', -5), ('a', -18), ('b', 12), ('a', -12)] n=20, fixed words = 1958440401
g = [('a', -1), ('b', 15), ('a', 3), ('b', 6), ('a', 12), ('b', -20), ('a', -6), ('b', 17), ('a', -3), ('b', 19), ('a', -7), ('b', -7), ('a', 20), ('b', -17), ('a', -18), ('b', -9), ('a', -10), ('b', -3), ('a', -19), ('b', 4)] n=20, fixed words = 1958440401
g = [('a', -11), ('b', -4), ('a', 7), ('b', -3), ('a', -17), ('b', -3), ('a', -14), ('b', 5), ('a', 1), ('b', 9), ('a', -13), ('b', -2), ('a', 7), ('b', 8), ('a', 18), ('b', 1), ('a', -3), ('b', -6), ('a', 19), ('b', 6)] n=20, fixed words = 2388183129
g = [('a', -17), ('b', 11), ('a', -5), ('b', -15), ('a', 8), ('b', 19), ('a', 7), ('b', -16), ('a', 17), ('b', 12), ('a', 1), ('b', -1), ('a', -6), ('b', -13), ('a', -6), ('b', 6), ('a', -7), ('b', -19), ('a', -8), ('b', -19)] n=20, fixed words = 1958440401
g = [('a', 15), ('b', 18), ('a', 8), ('b', 10), ('a', 12), ('b', -7), ('a', -11), ('b', 7), ('a', -6), ('b', 6), ('a', -6), ('b', 9), ('a', 16), ('b', 1), ('a', 1), ('b', 17), ('a', -18), ('b', 12), ('a', 5), ('b', -17)] n=20, fixed words = 1958440401
g = [('a', 16), ('b', -4), ('a', 10), ('b', 19), ('a', 20), ('b', 12), ('a', -19), ('b', -4), ('a', 10), ('b', 9), ('a', -19), ('b', 17), ('a', -10), ('b', 6), ('a', -19), ('b', -3), ('a', 9), ('b', 3), ('a', -16), ('b', 10)] n=20, fixed words = 2501350848
g = [('a', -6), ('b', 10), ('a', 12), ('b', -19), ('a', -18), ('b', 12), ('a', -16), ('b', -13), ('a', -10), ('b', -4), ('a', 11), ('b', -12), ('a', -8), ('b', 12), ('a', -8), ('b', 15), ('a', -8), ('b', -19), ('a', -8), ('b', -8)] n=20, fixed words = 1958440401
g = [('a', -6), ('b', 4), ('a', 1), ('b', -20), ('a', -20), ('b', 10), ('a', -18), ('b', 9), ('a', 6), ('b', 13), ('a', -16), ('b', 18), ('a', 1), ('b', -1), ('a', -18), ('b', -20), ('a', -4), ('b', 8), ('a', 6), ('b', 15)] n=20, fixed words = 2538716337
g = [('b', -6), ('a', -12), ('b', -16), ('a', 3), ('b', 16), ('a', -7), ('b', -3), ('a', 15), ('b', 20), ('a', 18), ('b', 13), ('a', -4), ('b', 13), ('a', -19), ('b', 6), ('a', -20), ('b', -8), ('a', -11), ('b', -12), ('a', -10)] n=20, fixed words = 1958440401
g = [('b', -7), ('a', -16), ('b', 13), ('a', -5), ('b', -8), ('a', 4), ('b', 11), ('a', 4), ('b', 9), ('a', -4), ('b', 18), ('a', 16), ('b', 14), ('a', -11), ('b', 20), ('a', -11), ('b', 20), ('a', -15), ('b', -17), ('a', -6)] n=20, fixed words = 1958440401
g = [('b', -2), ('a', 13), ('b', 9), ('a', 18), ('b', 1), ('a', 8), ('b', -15), ('a', -16), ('b', -11), ('a', -20), ('b', -14), ('a', 15), ('b', 5), ('a', 11), ('b', -9), ('a', -20), ('b', 14), ('a', -11), ('b', -18), ('a', -3)] n=20, fixed words = 1958440401
g = [('a', -3), ('b', -9), ('a', 2), ('b', 3), ('a', -19), ('b', 5), ('a', -18), ('b', -3), ('a', -4), ('b', -19), ('a', -5), ('b', -14), ('a', 8), ('b', 13), ('a', 20), ('b', -17), ('a', 19), ('b', -5), ('a', -4), ('b', 18)] n=20, fixed words = 1958440401
g = [('a', -2), ('b', 9), ('a', 4), ('b', 2), ('a', -6), ('b', -9), ('a', 14), ('b', 13), ('a', -19), ('b', 13), ('a', -11), ('b', -11), ('a', 12), ('b', -20), ('a', 6), ('b', 17), ('a', -10), ('b', -2), ('a', -14), ('b', 2)] n=20, fixed words = 1958440401
g = [('b', 4), ('a', 8), ('b', 12), ('a', 15), ('b', -18), ('a', -18), ('b', 4), ('a', 20), ('b', 7), ('a', -20), ('b', -1), ('a', -2), ('b', 8), ('a', -19), ('b', -14), ('a', -6), ('b', -8), ('a', -15), ('b', 6), ('a', -1)] n=20, fixed words = 2600510886
g = [('b', -4), ('a', -6), ('b', -4), ('a', 19), ('b', -7), ('a', 15), ('b', 9), ('a', -12), ('b', 11), ('a', 19), ('b', 16), ('a', 12), ('b', 5), ('a', -1), ('b', 6), ('a', -3), ('b', -17), ('a', -14), ('b', 14), ('a', -5)] n=20, fixed words = 2350403406
g = [('a', -18), ('b', -14), ('a', 19), ('b', 20), ('a', -19), ('b', -6), ('a', 4), ('b', -1), ('a', 20), ('b', -13), ('a', 15), ('b', 18), ('a', 19), ('b', -20), ('a', -6), ('b', 10), ('a', -16), ('b', 4), ('a', 5), ('b', -3)] n=20, fixed words = 1958440401
g = [('b', 12), ('a', 13), ('b', 10), ('a', 7), ('b', 11), ('a', 1), ('b', 11), ('a', 17), ('b', 14), ('a', -17), ('b', 1), ('a', 7), ('b', 13), ('a', 3), ('b', 18), ('a', 6), ('b', -1), ('a', -20), ('b', -13), ('a', -5)] n=20, fixed words = 2382737823
g = [('a', -3), ('b', -5), ('a', 12), ('b', -5), ('a', -3), ('b', 11), ('a', 14), ('b', 1), ('a', 13), ('b', -3), ('a', -15), ('b', 13), ('a', -14), ('b', 2), ('a', 3), ('b', -3), ('a', -3), ('b', -13), ('a', -5), ('b', -13)] n=20, fixed words = 2366491194
g = [('a', 16), ('b', 10), ('a', 16), ('b', -16), ('a', -18), ('b', -1), ('a', -16), ('b', -8), ('a', 18), ('b', 8), ('a', 10), ('b', -17), ('a', 6), ('b', 5), ('a', -7), ('b', 15), ('a', -18), ('b', 5), ('a', -8), ('b', -20)] n=20, fixed words = 1958440401
g = [('b', 7), ('a', -20), ('b', -9), ('a', 20), ('b', -10), ('a', 2), ('b', -8), ('a', -14), ('b', -5), ('a', 16), ('b', -13), ('a', -20), ('b', 8), ('a', -5), ('b', 13), ('a', 1), ('b', -1), ('a', -14), ('b', 7), ('a', 7)] n=20, fixed words = 2539409589
g = [('a', 17), ('b', -5), ('a', 15), ('b', 10), ('a', 9), ('b', 2), ('a', -11), ('b', 17), ('a', 7), ('b', 1), ('a', 15), ('b', -2), ('a', 3), ('b', -13), ('a', -4), ('b', 6), ('a', -14), ('b', 4), ('a', 20), ('b', -5)] n=20, fixed words = 2835680562
g = [('a', 19), ('b', -3), ('a', 7), ('b', -15), ('a', 12), ('b', -3), ('a', 15), ('b', 17), ('a', 8), ('b', -6), ('a', 5), ('b', 5), ('a', -7), ('b', -19), ('a', 10), ('b', -18), ('a', 7), ('b', -13), ('a', 19), ('b', 13)] n=20, fixed words = 2350403406
g = [('a', 2), ('b', -12), ('a', 13), ('b', 9), ('a', 15), ('b', 10), ('a', -5), ('b', 3), ('a', 4), ('b', -14), ('a', -7), ('b', 3), ('a', -18), ('b', 17), ('a', 9), ('b', 20), ('a', 4), ('b', -2), ('a', -2), ('b', 17)] n=20, fixed words = 2835250614
g = [('a', -7), ('b', 6), ('a', 9), ('b', -14), ('a', -18), ('b', -17), ('a', -1), ('b', -18), ('a', -3), ('b', 8), ('a', 19), ('b', 1), ('a', -3), ('b', 9), ('a', 7), ('b', -12), ('a', -13), ('b', -8), ('a', 18), ('b', 20)] n=20, fixed words = 1958440401
g = [('b', -12), ('a', -5), ('b', -11), ('a', 18), ('b', 16), ('a', 7), ('b', -15), ('a', 10), ('b', 3), ('a', 2), ('b', 10), ('a', 19), ('b', 18), ('a', -5), ('b', -16), ('a', -16), ('b', -20), ('a', 10), ('b', -9), ('a', -8)] n=20, fixed words = 2537912736
g = [('b', -14), ('a', 10), ('b', 6), ('a', -19), ('b', 12), ('a', 5), ('b', 17), ('a', -17), ('b', 7), ('a', 3), ('b', -10), ('a', -8), ('b', 14), ('a', 19), ('b', 14), ('a', 9), ('b', 18), ('a', 13), ('b', 19), ('a', 5)] n=20, fixed words = 1958440401
g = [('b', -12), ('a', 20), ('b', -20), ('a', -10), ('b', -5), ('a', 10), ('b', -12), ('a', 18), ('b', -8), ('a', -12), ('b', -5), ('a', -7), ('b', 18), ('a', 12), ('b', 8), ('a', 4), ('b', 11), ('a', -2), ('b', -12), ('a', -7)] n=20, fixed words = 1958440401
g = [('a', -9), ('b', -10), ('a', 3), ('b', 12), ('a', -4), ('b', -1), ('a', -8), ('b', 17), ('a', -4), ('b', -2), ('a', 3), ('b', 3), ('a', 11), ('b', -15), ('a', 15), ('b', 1), ('a', -13), ('b', 3), ('a', -10), ('b', -20)] n=20, fixed words = 2382751188
g = [('b', -5), ('a', -8), ('b', -18), ('a', 12), ('b', -14), ('a', 13), ('b', 17), ('a', -13), ('b', 9), ('a', -13), ('b', 9), ('a', -11), ('b', -20), ('a', 4), ('b', -7), ('a', 6), ('b', 20), ('a', 18), ('b', 1), ('a', -20)] n=20, fixed words = 2350403406
g = [('a', 19), ('b', 11), ('a', -18), ('b', 16), ('a', 20), ('b', -16), ('a', -9), ('b', -19), ('a', 2), ('b', 9), ('a', -17), ('b', -12), ('a', 14), ('b', -13), ('a', 15), ('b', 20), ('a', 13), ('b', -6), ('a', 11), ('b', 19)] n=20, fixed words = 2537170938
g = [('a', 8), ('b', -2), ('a', -8), ('b', 8), ('a', 10), ('b', -5), ('a', -7), ('b', -5), ('a', -19), ('b', 19), ('a', 4), ('b', -4), ('a', -14), ('b', -3), ('a', 6), ('b', -10), ('a', -14), ('b', 2), ('a', -15), ('b', 1)] n=20, fixed words = 1958440401
g = [('a', 19), ('b', -16), ('a', 20), ('b', -10), ('a', -20), ('b', -2), ('a', 4), ('b', 16), ('a', -12), ('b', 13), ('a', 1), ('b', 7), ('a', -12), ('b', 10), ('a', 12), ('b', 8), ('a', -11), ('b', -7), ('a', 5), ('b', -4)] n=20, fixed words = 2795074695
g = [('b', 17), ('a', -16), ('b', 6), ('a', -5), ('b', 15), ('a', -1), ('b', 16), ('a', -20), ('b', -3), ('a', -15), ('b', 10), ('a', 7), ('b', 6), ('a', 4), ('b', -6), ('a', -16), ('b', -14), ('a', -7), ('b', -4), ('a', 1)] n=20, fixed words = 1958440401
g = [('b', -14), ('a', -10), ('b', 9), ('a', -10), ('b', 15), ('a', 5), ('b', 14), ('a', 5), ('b', 17), ('a', 20), ('b', -20), ('a', 6), ('b', -10), ('a', 19), ('b', -5), ('a', 20), ('b', -7), ('a', 20), ('b', 20), ('a', -9)] n=20, fixed words = 2366647443
g = [('b', -6), ('a', 2), ('b', 5), ('a', 19), ('b', 2), ('a', 10), ('b', 3), ('a', -16), ('b', 5), ('a', 19), ('b', 3), ('a', 13), ('b', -18), ('a', -16), ('b', -13), ('a', 7), ('b', 9), ('a', -15), ('b', -6), ('a', 11)] n=20, fixed words = 1958440401
g = [('b', 18), ('a', -19), ('b', -1), ('a', 4), ('b', 19), ('a', 4), ('b', -8), ('a', -13), ('b', -13), ('a', 6), ('b', -2), ('a', -17), ('b', 14), ('a', 4), ('b', 6), ('a', -11), ('b', -1), ('a', -16), ('b', -5), ('a', -6)] n=20, fixed words = 2574726345
g = [('b', 20), ('a', -9), ('b', -1), ('a', -14), ('b', 9), ('a', -20), ('b', -3), ('a', -2), ('b', -14), ('a', 9), ('b', -4), ('a', -20), ('b', 3), ('a', 16), ('b', -15), ('a', 4), ('b', 2), ('a', -5), ('b', -16), ('a', -1)] n=20, fixed words = 2388223467
g = [('a', -2), ('b', -9), ('a', 5), ('b', 4), ('a', 18), ('b', 19), ('a', 19), ('b', -17), ('a', -2), ('b', -14), ('a', 17), ('b', 3), ('a', 6), ('b', -2), ('a', -20), ('b', -11), ('a', 17), ('b', -11), ('a', -4), ('b', -3)] n=20, fixed words = 2563786836
g = [('a', -5), ('b', 14), ('a', -18), ('b', 15), ('a', -15), ('b', -18), ('a', 15), ('b', 9), ('a', 18), ('b', -20), ('a', 15), ('b', -5), ('a', -6), ('b', -9), ('a', 9), ('b', 14), ('a', 17), ('b', -4), ('a', 18), ('b', -5)] n=20, fixed words = 3113920179
g = [('a', -2), ('b', -11), ('a', 5), ('b', -15), ('a', 1), ('b', 12), ('a', 7), ('b', -10), ('a', 15), ('b', 6), ('a', 16), ('b', -15), ('a', -20), ('b', 17), ('a', 3), ('b', -4), ('a', -15), ('b', -18), ('a', -14), ('b', 9)] n=20, fixed words = 1958440401
g = [('b', 16), ('a', 4), ('b', 7), ('a', 1), ('b', -19), ('a', -10), ('b', 20), ('a', -1), ('b', 18), ('a', 20), ('b', 10), ('a', 6), ('b', -7), ('a', -8), ('b', -16), ('a', 6), ('b', -4), ('a', -11), ('b', -12), ('a', -4)] n=20, fixed words = 2366629947
g = [('a', 9), ('b', -11), ('a', 3), ('b', 9), ('a', -5), ('b', 12), ('a', 13), ('b', 3), ('a', -18), ('b', -9), ('a', -16), ('b', -17), ('a', 13), ('b', 3), ('a', -18), ('b', 18), ('a', -3), ('b', -4), ('a', -5), ('b', -6)] n=20, fixed words = 2543644350
g = [('a', -19), ('b', -5), ('a', -9), ('b', 20), ('a', 18), ('b', -5), ('a', 10), ('b', -9), ('a', -6), ('b', -18), ('a', -8), ('b', 8), ('a', 12), ('b', 3), ('a', 19), ('b', 20), ('a', -13), ('b', -18), ('a', -3), ('b', -15)] n=20, fixed words = 1958440401
g = [('b', 3), ('a', -4), ('b', -19), ('a', -12), ('b', -7), ('a', -1), ('b', -7), ('a', 20), ('b', 5), ('a', 16), ('b', 1), ('a', -4), ('b', -10), ('a', -8), ('b', -6), ('a', 6), ('b', -11), ('a', -5), ('b', 16), ('a', 19)] n=20, fixed words = 2538572319
g = [('b', -14), ('a', 7), ('b', -20), ('a', 8), ('b', 16), ('a', 1), ('b', -6), ('a', 9), ('b', 16), ('a', -20), ('b', -3), ('a', -17), ('b', 11), ('a', 6), ('b', -3), ('a', -3), ('b', -2), ('a', -6), ('b', -9), ('a', 4)] n=20, fixed words = 1958440401
g = [('b', 2), ('a', 5), ('b', -12), ('a', 3), ('b', -5), ('a', -19), ('b', 19), ('a', 4), ('b', -19), ('a', -18), ('b', 13), ('a', 3), ('b', -7), ('a', -6), ('b', 11), ('a', -6), ('b', -8), ('a', -13), ('b', -15), ('a', 6)] n=20, fixed words = 2350403406
g = [('b', 15), ('a', 13), ('b', -7), ('a', 19), ('b', -17), ('a', 18), ('b', -13), ('a', 7), ('b', 2), ('a', 18), ('b', -8), ('a', -20), ('b', -4), ('a', 18), ('b', -4), ('a', 8), ('b', -18), ('a', 12), ('b', 2), ('a', -18)] n=20, fixed words = 2382749730
g = [('a', -12), ('b', -10), ('a', 9), ('b', -6), ('a', -20), ('b', -11), ('a', 13), ('b', 10), ('a', 3), ('b', -18), ('a', -9), ('b', -15), ('a', -13), ('b', -18), ('a', 14), ('b', -11), ('a', -10), ('b', 18), ('a', -12), ('b', -18)] n=20, fixed words = 1958440401
g = [('a', -8), ('b', 9), ('a', -19), ('b', -2), ('a', 7), ('b', 7), ('a', -7), ('b', -4), ('a', 6), ('b', 19), ('a', -20), ('b', -3), ('a', 9), ('b', -16), ('a', -18), ('b', 5), ('a', -7), ('b', 10), ('a', -20), ('b', -3)] n=20, fixed words = 1958440401
g = [('a', 14), ('b', -10), ('a', -14), ('b', 14), ('a', -18), ('b', 18), ('a', 6), ('b', 19), ('a', -6), ('b', -12), ('a', 15), ('b', 8), ('a', -12), ('b', 14), ('a', -2), ('b', 16), ('a', -17), ('b', 2), ('a', 10), ('b', -13)] n=20, fixed words = 2366572842
g = [('a', 8), ('b', 3), ('a', 20), ('b', -9), ('a', 17), ('b', 5), ('a', 7), ('b', 14), ('a', 19), ('b', 19), ('a', -10), ('b', -14), ('a', 3), ('b', 15), ('a', -1), ('b', 5), ('a', -10), ('b', -12), ('a', 9), ('b', -18)] n=20, fixed words = 1958440401
g = [('a', -11), ('b', 19), ('a', -6), ('b', 5), ('a', -12), ('b', 16), ('a', 19), ('b', -8), ('a', -4), ('b', 10), ('a', 14), ('b', 16), ('a', -8), ('b', 10), ('a', 15), ('b', -16), ('a', 1), ('b', 9), ('a', 4), ('b', -4)] n=20, fixed words = 2835640386
g = [('b', 18), ('a', 5), ('b', 19), ('a', 14), ('b', 2), ('a', -9), ('b', 9), ('a', -9), ('b', 18), ('a', -2), ('b', 1), ('a', -2), ('b', -15), ('a', 1), ('b', 2), ('a', 19), ('b', -2), ('a', -7), ('b', -16), ('a', 14)] n=20, fixed words = 3080800008
g = [('a', -17), ('b', 12), ('a', -16), ('b', -9), ('a', -9), ('b', -18), ('a', 18), ('b', 17), ('a', 8), ('b', -11), ('a', 3), ('b', 2), ('a', -19), ('b', -18), ('a', -14), ('b', -7), ('a', 2), ('b', -5), ('a', -12), ('b', -18)] n=20, fixed words = 1958440401
g = [('b', 3), ('a', -6), ('b', -10), ('a', 20), ('b', -5), ('a', -7), ('b', 16), ('a', -7), ('b', -6), ('a', 19), ('b', 19), ('a', 2), ('b', -15), ('a', -11), ('b', -7), ('a', 13), ('b', -8), ('a', 5), ('b', 8), ('a', -6)] n=20, fixed words = 1958440401
g = [('b', 15), ('a', -17), ('b', 19), ('a', 5), ('b', -16), ('a', -6), ('b', -7), ('a', 15), ('b', -18), ('a', 6), ('b', 19), ('a', 15), ('b', 13), ('a', -18), ('b', -5), ('a', 10), ('b', -3), ('a', -19), ('b', -9), ('a', -11)] n=20, fixed words = 1958440401
g = [('a', 14), ('b', -9), ('a', -7), ('b', 1), ('a', -3), ('b', -3), ('a', 18), ('b', -16), ('a', 17), ('b', -18), ('a', 6), ('b', -10), ('a', 15), ('b', 18), ('a', 3), ('b', 7), ('a', -16), ('b', 15), ('a', 7), ('b', -10)] n=20, fixed words = 2576755557
g = [('a', 17), ('b', -13), ('a', -16), ('b', 18), ('a', -15), ('b', 16), ('a', 12), ('b', -10), ('a', -3), ('b', 5), ('a', -9), ('b', -16), ('a', -18), ('b', -12), ('a', 10), ('b', -9), ('a', -5), ('b', 1), ('a', 20), ('b', -20)] n=20, fixed words = 1958440401
g = [('b', -2), ('a', 9), ('b', 14), ('a', 8), ('b', -14), ('a', -8), ('b', -14), ('a', 12), ('b', -12), ('a', 12), ('b', -12), ('a', -17), ('b', 4), ('a', 2), ('b', -7), ('a', 15), ('b', -5), ('a', -8), ('b', 5), ('a', -13)] n=20, fixed words = 2371840515
g = [('a', -7), ('b', -3), ('a', 20), ('b', 4), ('a', -11), ('b', -19), ('a', -14), ('b', 1), ('a', 18), ('b', 7), ('a', 12), ('b', -9), ('a', -18), ('b', -15), ('a', 16), ('b', 17), ('a', 2), ('b', 20), ('a', 18), ('b', 9)] n=20, fixed words = 2994160869
g = [('a', 6), ('b', -18), ('a', 19), ('b', 7), ('a', -20), ('b', -4), ('a', 18), ('b', -8), ('a', -6), ('b', 12), ('a', -7), ('b', 11), ('a', -5), ('b', 1), ('a', -8), ('b', 7), ('a', -2), ('b', 1), ('a', -18), ('b', 9)] n=20, fixed words = 2500438545
g = [('a', 3), ('b', -9), ('a', 8), ('b', 16), ('a', 10), ('b', 2), ('a', 6), ('b', 17), ('a', 4), ('b', 15), ('a', 18), ('b', 12), ('a', 5), ('b', -8), ('a', 7), ('b', 16), ('a', 16), ('b', -3), ('a', -3), ('b', -7)] n=20, fixed words = 2389848165
g = [('b', -3), ('a', 10), ('b', -6), ('a', 7), ('b', 15), ('a', -3), ('b', 10), ('a', -14), ('b', 8), ('a', 12), ('b', 13), ('a', -19), ('b', -14), ('a', 6), ('b', 19), ('a', -8), ('b', -6), ('a', -15), ('b', -3), ('a', -14)] n=20, fixed words = 2382860538
g = [('b', 9), ('a', -16), ('b', 20), ('a', 15), ('b', -10), ('a', 2), ('b', -10), ('a', -20), ('b', 11), ('a', -9), ('b', 19), ('a', -5), ('b', -4), ('a', -8), ('b', -2), ('a', 8), ('b', -8), ('a', -16), ('b', -1), ('a', 7)] n=20, fixed words = 2847787875
g = [('b', 11), ('a', -4), ('b', -14), ('a', 2), ('b', 20), ('a', 9), ('b', 19), ('a', -12), ('b', 7), ('a', 20), ('b', 20), ('a', 7), ('b', -15), ('a', -1), ('b', 18), ('a', -11), ('b', -6), ('a', 15), ('b', -11), ('a', 14)] n=20, fixed words = 2350403406
g = [('b', -4), ('a', 1), ('b', -6), ('a', 17), ('b', -18), ('a', -15), ('b', 11), ('a', -17), ('b', -3), ('a', -15), ('b', 16), ('a', -12), ('b', 17), ('a', -4), ('b', -15), ('a', 14), ('b', -5), ('a', -13), ('b', -3), ('a', -3)] n=20, fixed words = 1958440401
g = [('b', 14), ('a', 3), ('b', -4), ('a', -13), ('b', -5), ('a', 8), ('b', -5), ('a', 15), ('b', -2), ('a', -5), ('b', -12), ('a', 1), ('b', 12), ('a', 13), ('b', -6), ('a', 16), ('b', 5), ('a', 8), ('b', 17), ('a', -13)] n=20, fixed words = 2366476371
g = [('b', -20), ('a', 5), ('b', -3), ('a', 3), ('b', 19), ('a', 20), ('b', -10), ('a', -1), ('b', 13), ('a', -17), ('b', 11), ('a', 16), ('b', 6), ('a', -19), ('b', 16), ('a', 3), ('b', -19), ('a', -18), ('b', 20), ('a', -20)] n=20, fixed words = 2366485119
g = [('a', 3), ('b', -20), ('a', 11), ('b', -20), ('a', 19), ('b', 9), ('a', -18), ('b', 2), ('a', 3), ('b', -12), ('a', -13), ('b', -16), ('a', -14), ('b', -19), ('a', -15), ('b', 19), ('a', 11), ('b', 16), ('a', -10), ('b', -19)] n=20, fixed words = 2395437570
g = [('b', -19), ('a', 7), ('b', -4), ('a', 10), ('b', 7), ('a', -6), ('b', 7), ('a', -10), ('b', -8), ('a', 1), ('b', -10), ('a', 16), ('b', 20), ('a', 14), ('b', -9), ('a', -11), ('b', 13), ('a', 10), ('b', -18), ('a', 1)] n=20, fixed words = 2350403406
g = [('a', 8), ('b', 15), ('a', -10), ('b', -5), ('a', 12), ('b', -3), ('a', 8), ('b', -16), ('a', 5), ('b', 2), ('a', 15), ('b', 16), ('a', -2), ('b', -11), ('a', -7), ('b', 17), ('a', 6), ('b', -2), ('a', 12), ('b', -4)] n=20, fixed words = 2517061338
g = [('b', 17), ('a', -14), ('b', -10), ('a', 12), ('b', -13), ('a', -13), ('b', -14), ('a', -13), ('b', -12), ('a', 1), ('b', 11), ('a', 14), ('b', -10), ('a', 2), ('b', 8), ('a', 5), ('b', 4), ('a', 16), ('b', -15), ('a', -15)] n=20, fixed words = 1958440401
g = [('a', 16), ('b', 6), ('a', -8), ('b', 2), ('a', 3), ('b', 17), ('a', -2), ('b', 2), ('a', 11), ('b', 7), ('a', -5), ('b', -3), ('a', -8), ('b', 18), ('a', 6), ('b', -13), ('a', 11), ('b', -12), ('a', 3), ('b', 20)] n=20, fixed words = 2542722732
g = [('a', 20), ('b', 1), ('a', -1), ('b', 9), ('a', -10), ('b', -5), ('a', -2), ('b', 19), ('a', 6), ('b', 4), ('a', -10), ('b', 20), ('a', 14), ('b', 19), ('a', 8), ('b', -10), ('a', 18), ('b', -16), ('a', -14), ('b', 7)] n=20, fixed words = 2350403406
g = [('b', -16), ('a', -1), ('b', -2), ('a', -17), ('b', 3), ('a', -4), ('b', 10), ('a', 14), ('b', 7), ('a', -14), ('b', -8), ('a', -18), ('b', -8), ('a', -16), ('b', -18), ('a', -15), ('b', 7), ('a', 5), ('b', -13), ('a', -16)] n=20, fixed words = 1958440401
